t_ms,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
5627.713,0,-3,0,1,1,1,1,0
5627.713,1,2,-1,1,-1,1,-1,1
5647.226,1,1,0,-1,0,0,-1,2
5647.226,0,-1,-2,0,-2,-2,-2,-1
5648.24,-1,-1,0,1,0,-2,-1,0
5648.24,-1,-1,0,0,-1,-1,3,0
5661.441,1,0,1,1,1,-1,-2,1
5661.441,1,4,-2,-3,-3,-1,-2,0
5676.249,0,1,-1,0,1,-1,-2,-2
5676.249,0,-3,-2,0,1,-1,-2,-1
5685.14,-1,-2,-1,-1,-1,1,1,-2
5685.14,-1,-1,0,2,0,1,0,0
5686.143,-1,0,0,-1,-1,-1,-1,0
5686.143,0,0,-1,-1,0,-1,1,-1
5707.285,0,0,2,-4,0,0,2,-2
5707.285,2,-1,2,1,0,1,-2,0
5708.5,0,0,-1,-2,0,-1,0,-1
5708.5,-2,-1,0,2,0,-1,-1,-1
5721.472,0,0,-3,2,0,0,-1,-1
5721.472,-1,-1,2,0,-1,0,-3,0
5729.892,-1,0,-1,-1,-1,-1,3,1
5729.892,-1,-2,-3,-3,-2,-1,1,0
5744.283,-3,-2,2,-1,0,1,0,-3
5744.283,-1,-2,2,-2,0,1,-1,0
5750.649,0,1,-1,0,0,1,0,-2
5750.649,-2,0,0,0,1,1,-3,-2
5767.619,0,0,-3,1,-1,-2,-1,1
5767.619,0,1,1,2,-1,0,-1,0
5768.629,-1,-1,0,-1,0,-1,1,1
5768.629,0,0,0,1,0,0,0,-1
5781.082,-2,-1,-1,-2,-1,1,0,-1
5781.082,0,-1,-1,0,0,-1,0,1
5789.903,-2,-4,-1,0,-3,0,-2,2
5789.903,0,2,0,-1,1,-1,1,-1
5804.427,0,-1,1,0,-1,-2,-2,-1
5804.427,-1,0,0,-1,-2,0,-1,-2
5806.459,-2,3,-2,-3,-2,1,2,-2
5806.459,-1,-3,-1,0,0,1,-1,0
5827.043,-1,-1,0,-3,-2,-2,-1,1
5827.043,-1,0,2,2,0,1,1,0
5828.779,-3,-1,-1,0,-1,-1,1,0
5828.779,0,1,-2,-1,0,-1,-1,0
5840.898,1,-1,2,1,-2,0,0,0
5840.898,-1,-1,-1,0,-1,-1,1,-2
5849.822,-1,-1,0,0,0,-1,-3,-3
5849.822,-2,0,1,0,1,-2,1,0
5864.637,1,-1,1,-1,1,0,-1,-2
5864.637,2,-1,-2,0,0,-2,0,1
5866.68,1,-3,2,0,0,0,1,0
5866.68,1,0,-2,0,-1,0,0,-1
5894.862,-1,0,-1,0,-1,0,1,-1
5894.862,1,0,1,0,-1,0,-1,-1
5895.877,-1,-2,0,-1,2,-1,-2,0
5895.877,1,-1,-3,-1,-3,-2,0,-1
5900.701,0,-1,-2,0,-1,-1,-1,0
5900.701,-3,2,-3,0,0,1,0,1
5910.129,0,-1,-2,1,0,0,1,0
5910.129,-1,-2,3,0,0,0,0,-2
5924.99,-1,-2,0,1,-1,-1,0,0
5924.99,-1,2,0,0,-1,-1,-2,-1
5926.003,0,-1,1,-1,0,0,0,0
5926.003,-1,0,-1,-1,-3,-2,-2,0
5947.778,0,-2,0,1,-1,0,-1,2
5947.778,2,-3,-1,1,1,-4,-1,0
5948.775,1,3,-6,-1,-1,-2,0,0
5948.775,-1,-2,-1,-1,1,2,1,1
5960.919,-1,0,-2,-1,-1,0,1,-1
5960.919,0,1,0,-1,0,0,1,-1
5987.404,1,-1,-1,-1,-1,0,1,0
5987.404,-1,-1,-2,0,1,-3,-1,-1
5987.404,1,1,-1,-2,0,0,-3,-2
5987.404,-1,-2,2,1,-1,1,-1,1
5990.915,1,-1,-1,0,-2,0,-2,0
5990.915,0,-1,0,-3,-1,-3,1,2
6007.38,-1,-1,0,2,0,0,0,0
6007.38,-2,0,-1,-1,0,-1,1,-1
6008.494,0,0,1,-2,-1,-1,0,0
6008.494,0,2,0,1,-1,2,0,-1
6021.088,-2,1,2,0,0,-1,-1,0
6021.088,0,-3,1,-1,-1,-1,1,1
6030.199,0,0,1,0,1,0,2,1
6030.199,0,0,-1,-1,0,1,1,-3
6045.034,1,1,0,-3,1,-2,-1,-1
6045.034,0,1,2,0,1,1,-1,1
6047.245,0,0,0,0,-2,-1,0,-2
6047.245,0,-3,-3,-1,-1,1,1,0
6067.711,1,-2,-3,-2,-3,1,0,-1
6067.711,-1,-6,5,0,1,0,1,0
6068.73,-1,-1,-1,0,1,0,-1,0
6068.73,0,-1,-2,-1,-1,-2,1,1
6081.455,0,0,-1,-2,2,-1,0,0
6081.455,0,1,-3,-1,-1,-1,-2,1
6095.541,-1,-1,0,0,0,-1,-1,-2
6095.541,-2,1,1,1,-1,-3,-3,-2
6105.241,0,1,2,-1,-1,-1,-1,-1
6105.241,0,0,-2,-1,-3,1,0,0
6106.592,0,1,-2,-1,1,0,-2,0
6106.592,-1,0,-1,-1,-2,0,-2,1
6126.929,-2,-2,0,-2,-1,1,-1,-2
6126.929,-1,0,-1,-1,0,0,0,-1
6129.018,-2,-3,0,-1,0,-1,2,2
6129.018,1,1,-1,0,1,2,1,0
6150.251,1,1,0,1,-1,1,0,1
6150.251,0,-3,-1,-1,0,1,-1,0
6151.26,-2,-1,1,-2,-1,0,1,0
6151.26,0,1,0,-1,0,-1,1,-1
6165.245,1,-1,-1,-1,-1,-1,1,0
6165.245,0,2,-4,1,-2,-1,-2,-3
6166.242,0,2,1,0,0,-2,-1,0
6166.242,-1,-1,-1,1,0,0,-1,0
6187.154,0,-2,-1,0,0,0,1,-1
6187.154,0,-1,0,-1,-2,-1,-1,-2
6189.222,-3,0,-1,-1,-1,1,0,0
6189.222,-1,-1,0,-1,-1,1,0,0
6209.662,0,-2,1,-1,-1,-1,-3,1
6209.662,-1,2,-1,-1,0,0,-1,-1
6211.662,-1,-3,-3,-1,-1,1,0,-1
6211.662,0,1,0,-3,1,-1,0,0
6225.142,1,2,3,-2,-1,1,0,-1
6225.142,1,-1,-1,1,-1,-1,1,-2
6226.241,1,0,-1,-1,0,0,-1,0
6226.241,0,-1,-4,0,0,-1,0,-1
6247.752,-2,-2,-2,1,0,2,-1,1
6247.752,-1,1,0,0,-2,0,-1,1
6248.765,1,-1,-5,-2,0,-1,-1,0
6248.765,-2,-4,3,2,0,0,1,-1
6269.768,-1,2,0,-1,-1,0,-1,-3
6269.768,-1,-1,-3,-1,0,-1,1,1
6271.777,-2,-2,0,1,0,-1,-1,0
6271.777,0,0,-3,-2,-1,-1,1,1
6285.255,2,-4,1,-1,-2,-2,-2,-1
6285.255,0,-1,-1,1,-1,0,-1,-1
6286.268,1,-2,0,0,1,0,-1,-1
6286.268,-1,2,-1,0,-1,0,-1,1
6308.213,-2,-1,2,0,2,-1,1,-1
6308.213,-1,0,0,-2,0,0,0,0
6309.702,-1,0,-1,-2,-1,0,0,-1
6309.702,-1,0,0,-1,-2,0,-2,0
6329.781,0,0,-1,0,0,-1,2,0
6329.781,0,-1,0,-1,-1,0,0,1
6331.823,-1,-2,-1,1,-1,0,0,0
6331.823,-1,-1,0,-2,1,-1,-1,-1
6344.134,0,0,0,0,0,0,-1,0
6344.134,-1,1,-1,1,-1,-1,-1,-1
6350.624,-1,-2,-1,0,-1,-1,0,0
6350.624,0,0,-4,0,-2,0,-2,-1
6367.094,-1,-1,-2,0,-1,1,-2,-1
6367.094,0,0,0,-2,1,1,-1,0
6369.088,-1,0,0,-2,-1,-1,0,-1
6369.088,0,1,-1,-1,0,-1,0,-2
6390.149,1,2,2,0,0,-3,0,0
6390.149,-2,1,-3,1,0,0,-1,1
6391.154,-1,-2,-1,-3,-2,-1,0,0
6391.154,-1,-1,-1,-1,-1,-1,1,0
6403.826,1,1,-1,-1,-1,2,-3,-1
6403.826,-1,-2,0,2,0,-2,0,0
6411.018,-1,2,-4,1,-1,-1,1,1
6411.018,0,-1,-2,-2,0,1,2,0
6427.391,0,-2,-1,0,-1,-1,0,1
6427.391,1,-2,-1,0,0,-1,0,-2
6428.895,0,0,0,0,-1,-1,-1,-1
6428.895,-1,-2,0,-1,-1,-1,-1,-1
6449.98,-1,-1,2,1,0,0,0,2
6449.98,-2,0,1,-2,0,-1,0,0
6451.001,0,0,-3,-3,0,0,0,0
6451.001,1,0,-1,-1,0,-1,1,-3
6463.522,-3,-1,0,0,-1,0,-3,-1
6463.522,2,-1,0,-1,0,0,-2,1
6470.69,1,-2,0,2,0,0,1,-1
6470.69,-2,-3,0,1,-1,-1,0,0
6487.587,1,-1,1,-1,-4,-1,0,0
6487.587,-2,3,-1,-1,-2,-1,0,0
6488.596,0,-1,-1,-1,0,0,-1,-1
6488.596,0,-1,-2,1,0,0,0,1
6510.078,1,-2,2,2,0,-1,-1,-2
6510.078,1,0,-1,0,0,-1,-1,0
6511.16,-2,1,-3,0,0,0,-2,1
6511.16,-1,-1,0,-1,0,-1,0,-1
6524.576,0,0,-1,-2,0,0,-1,-1
6524.576,1,-3,-1,-1,1,1,1,-1
6531.235,-1,-1,0,1,-1,0,1,-2
6531.235,-3,5,-4,-2,-2,-1,0,-1
6547.02,0,-1,3,-1,0,0,1,1
6547.02,-1,-1,1,0,-2,0,-1,-1
6549.125,1,0,0,0,0,-2,-1,0
6549.125,-1,-2,1,0,-2,-1,-2,-1
6569.409,0,1,-1,0,-1,-1,-1,-1
6569.409,-2,-2,-1,0,-1,-1,-1,-1
6571.474,0,-1,0,0,0,0,2,-1
6571.474,-1,-1,-1,-1,1,0,-2,2
6584.731,-1,-1,1,0,1,0,-1,0
6584.731,0,0,0,-1,-1,1,-2,-1
6591.384,-3,-2,-1,0,-2,0,-1,0
6591.384,-1,-1,2,0,0,-2,2,-1
6607.726,0,0,-1,1,0,-1,0,-1
6607.726,0,0,-1,0,0,-1,-2,0
6608.738,0,2,-1,-2,1,-1,0,-2
6608.738,-2,-2,-1,-1,1,-1,0,-2
6629.565,0,0,1,0,-2,-1,1,0
6629.565,0,-2,0,0,-1,0,2,1
6631.564,0,-1,-3,-2,0,0,0,0
6631.564,-2,-2,-2,-2,-2,0,-1,-2
6644.36,-1,0,0,0,-2,1,-2,0
6644.36,-2,-1,1,1,1,-1,-1,-1
6658.599,-1,-1,0,1,-2,-1,2,2
6658.599,1,1,0,-1,-1,1,0,-1
6667.451,1,0,-4,-1,0,-1,0,0
6667.451,0,-1,1,0,0,-2,1,-1
6669.099,0,0,0,0,1,0,-1,0
6669.099,1,0,-2,-1,0,-1,-1,0
6690.255,1,-1,0,1,-1,0,-2,-1
6690.255,-1,-1,1,-2,-1,1,1,-1
6691.252,0,-1,-1,-1,0,-2,1,-1
6691.252,0,0,0,-3,-1,2,-1,1
6703.421,-2,-1,-1,0,-1,1,-1,-1
6703.421,2,0,-1,-1,1,-1,-2,1
6711.754,-2,0,0,-1,0,-1,0,-2
6711.754,0,2,0,0,0,0,0,0
6726.574,-1,-1,2,0,0,1,1,0
6726.574,-1,-1,-1,-1,-1,-1,-1,0
6728.965,0,3,-4,-2,-2,-1,-4,1
6728.965,2,-1,-1,0,0,-1,2,-1
6749.344,-2,0,-2,-1,-1,1,1,0
6749.344,0,0,0,0,2,0,-2,0
6751.529,0,-1,0,-3,-1,-1,-1,1
6751.529,-1,0,0,0,0,-1,-4,1
6763.955,-1,-1,0,0,0,0,-2,1
6763.955,0,0,-3,-2,-1,0,2,1
6772.517,0,-2,0,-1,1,0,2,-2
6772.517,1,-1,0,-2,-1,-2,-2,-1
6787.157,0,2,2,1,-1,-1,0,0
6787.157,-1,-2,-2,1,0,0,-1,-1
6789.299,0,0,-2,-2,1,-1,-1,1
6789.299,-1,-1,1,1,1,-1,-1,0
6808.904,1,-3,0,0,-1,-1,0,0
6808.904,2,0,-1,-1,-2,0,0,-1
6811.65,0,-2,-2,-2,3,-1,-1,-1
6811.65,-2,1,-2,-2,2,-1,0,-1
6823.923,3,-1,3,0,1,-2,-1,0
6823.923,-1,-1,2,3,-1,1,0,1
6832.574,-2,-1,-9,-5,0,2,-2,-1
6832.574,0,-3,-1,-1,-2,1,-1,1
6847.424,1,0,1,0,1,0,0,-1
6847.424,-1,-2,0,-1,-1,0,-1,0
6848.653,-2,2,3,2,0,0,1,-1
6848.653,-1,-2,-1,0,2,-1,-1,0
6869.691,0,-3,-3,1,1,-1,1,-1
6869.691,2,0,0,0,0,-1,-3,0
6871.734,-2,-1,0,0,-1,-2,-1,-1
6871.734,-2,-1,0,1,-1,0,0,0
6883.59,-1,-4,4,1,-1,0,1,1
6883.59,-1,0,-4,-3,0,0,-1,-2
6892.086,2,-1,0,1,-1,-2,1,0
6892.086,0,-1,0,2,1,1,0,-1
6907.043,-1,2,-4,-1,-2,1,0,0
6907.043,-1,-1,-2,-2,-2,1,2,0
6908.046,2,-1,3,-1,-1,0,1,0
6908.046,1,2,1,-1,-3,-1,1,-2
6929.35,-1,1,0,-3,0,0,0,-1
6929.35,0,1,-1,-1,0,-2,-2,1
6931.77,0,-1,-1,1,-1,-1,0,-1
6931.77,0,0,-2,-1,0,-1,-1,1
6943.392,-1,1,0,0,-2,2,-3,-1
6943.392,0,-1,-3,-1,0,0,1,1
6952.788,-3,-4,1,1,1,1,0,-1
6952.788,0,1,0,0,-2,-1,0,0
6967.779,0,1,-3,-2,-1,0,-3,0
6967.779,0,0,0,1,0,-2,-1,1
6968.83,1,1,2,-2,-2,0,-1,-1
6968.83,0,-1,0,0,0,0,-1,0
6989.433,1,1,3,1,-1,-2,-2,0
6989.433,0,1,-2,0,-2,0,0,-3
6991.942,-1,2,-3,-1,-2,-1,-1,1
6991.942,-1,-6,5,2,3,-2,0,1
7003.512,-1,1,-3,-1,0,-2,-3,0
7003.512,1,-3,0,2,-1,1,1,0
7012.444,0,-2,-2,0,2,0,1,-1
7012.444,0,1,-2,-2,-1,-2,-1,0
7027.368,0,1,1,1,1,-1,-1,0
7027.368,-3,0,0,-1,0,1,0,-1
7029.373,0,0,-2,-2,0,1,0,1
7029.373,-1,0,-2,-1,0,-3,0,-1
7049.715,0,0,1,-1,1,0,0,0
7049.715,-2,0,3,-1,1,0,-2,2
7051.825,0,-1,-1,1,0,0,0,-1
7051.825,0,1,-3,0,-1,-2,-1,-1
7063.663,3,-4,1,0,1,-1,1,-1
7063.663,-2,0,-3,0,0,0,1,0
7080.016,-1,1,0,-1,1,1,2,0
7080.016,0,1,-1,0,1,2,-2,1
7087.726,0,0,0,0,-1,0,-1,1
7087.726,0,-1,-1,-2,-1,-1,-2,2
7088.9,-1,0,0,0,1,0,-2,-1
7088.9,-1,1,1,1,-3,0,0,0
7109.502,0,-2,1,-1,-2,0,2,0
7109.502,0,-1,0,0,-1,0,0,-2
7111.555,-1,-2,-3,1,-2,-1,1,0
7111.555,0,-1,4,1,2,2,-1,0
7131.98,0,0,1,0,-1,2,0,1
7131.98,0,0,-2,1,0,-2,-1,-1
7134.286,-1,-1,-1,1,-1,-1,0,-1
7134.286,1,0,-3,-2,-1,-1,-2,-1
7154.859,-2,0,-2,-1,0,0,-1,-1
7154.859,0,0,0,1,1,1,1,0
7156.965,-1,2,0,0,-1,0,-2,-2
7156.965,-3,-5,1,-1,-1,0,0,-1
7169.785,0,-4,4,-1,0,-1,-2,-2
7169.785,0,0,-1,-2,-2,-1,-1,-1
7171.883,-1,-2,-2,0,-1,0,1,0
7171.883,1,1,0,0,2,-1,0,1
7192.489,0,-1,-4,1,0,1,0,0
7192.489,-1,-1,-2,-1,-1,-2,-1,0
7193.497,1,-2,0,1,1,-1,0,1
7193.497,-1,1,2,0,1,1,0,-1
7207.575,1,1,1,0,0,0,0,0
7207.575,-1,1,0,1,-1,1,1,-3
7209.078,-1,0,-2,-1,0,0,-1,-1
7209.078,-2,-1,-2,-2,-1,-2,-1,2
7230.327,2,-1,-1,0,-1,0,-1,-1
7230.327,-1,-1,-1,-1,0,0,0,-1
7231.365,1,-1,-1,0,0,-1,-1,-1
7231.365,0,1,0,-1,0,-1,1,-1
7252.481,-2,-2,0,2,-2,-1,0,-3
7252.481,0,-1,0,-2,0,-1,0,-1
7253.522,-1,-2,-1,-3,-1,-1,0,1
7253.522,0,1,2,0,-1,0,-1,-1
7266.773,1,1,-4,-3,-2,-2,0,-3
7266.773,-1,-3,3,0,1,2,0,2
7273.233,0,0,-1,-1,1,-1,-1,0
7273.233,-1,-1,-2,-1,-1,-2,1,0
7289.283,0,-1,1,1,1,0,0,0
7289.283,-2,0,1,-1,-1,-1,0,0
7291.853,-1,1,2,-1,-2,0,0,-1
7291.853,3,-1,0,1,-1,-1,0,-1
7312.142,0,0,-2,0,-1,-1,0,0
7312.142,0,-2,-1,0,-1,1,-1,0
7314.135,1,-3,1,-2,2,0,1,1
7314.135,0,2,0,-2,1,-1,-1,-2
7326.36,1,1,3,0,1,-1,-2,-2
7326.36,-1,1,-2,0,2,-3,1,0
7333.499,0,-1,0,-2,-1,0,-1,-2
7333.499,0,-2,-1,-1,2,-1,1,0
7349.795,-1,-2,0,0,-1,-1,-1,-1
7349.795,-2,0,0,-1,-2,-1,-1,-2
7350.932,1,-2,-1,-1,-2,-1,0,1
7350.932,1,-3,-2,2,-1,0,-2,0
7372.709,0,0,2,-1,-1,-1,-2,1
7372.709,-1,-1,-3,-1,0,-1,0,-2
7373.928,-3,1,-5,-2,-2,1,2,-1
7373.928,0,-5,6,1,1,1,-2,-1
7386.359,-3,0,-2,-1,-1,-1,1,3
7386.359,0,-1,0,-1,-2,-1,1,0
7393.95,-1,-1,0,-2,1,0,-2,-2
7393.95,-3,-1,-4,0,-2,-1,-2,-1
7410.223,1,-1,-2,1,1,1,-1,0
7410.223,0,0,1,-1,0,-1,0,-1
7411.327,-1,-1,-3,-1,-1,0,-2,0
7411.327,-1,4,1,-2,-2,-1,0,-1
7432.251,-1,-2,-2,1,-1,0,0,0
7432.251,1,1,-1,-1,-2,-1,-1,2
7434.244,-1,0,0,0,-1,-2,0,0
7434.244,1,-2,-1,-1,0,2,0,-1
7449.192,-1,2,0,1,-1,1,1,1
7449.192,-1,-1,-1,0,1,0,-1,0
7453.179,-1,0,0,-1,0,0,-1,0
7453.179,0,-1,0,0,0,1,1,0
7470.174,1,-1,0,1,-1,0,-2,-1
7470.174,-1,1,0,1,0,2,3,0
7471.171,1,1,-2,0,-2,-1,-1,0
7471.171,-1,1,-3,-3,0,0,-1,1
7491.828,0,0,3,-2,-1,0,0,-1
7491.828,1,-1,-4,-2,-1,-2,-1,-2
7493.826,-1,-3,0,1,1,0,2,1
7493.826,0,1,1,1,-1,-1,1,0
7506.247,-1,0,1,0,2,0,-2,-1
7506.247,-1,2,-2,0,-2,-1,1,-2
7513.277,-1,0,0,-1,0,0,-1,1
7513.277,-1,1,1,0,-2,-1,-1,-1
7529.887,1,-1,-2,-1,0,-2,0,-1
7529.887,-2,-1,0,-1,-1,-1,-1,0
7531.935,1,-2,-1,1,1,1,2,-1
7531.935,1,1,1,-1,-1,-1,0,-1
7552.565,-1,0,3,0,0,0,-1,0
7552.565,-2,-4,6,1,2,-1,-2,1
7553.696,0,0,-3,-2,-2,-3,-1,-2
7553.696,0,1,-1,-1,0,0,0,-1
7566.489,0,-2,0,0,-1,0,0,-1
7566.489,-1,0,-2,-1,0,2,-1,-1
7573.864,-1,1,3,0,0,-2,0,-1
7573.864,-1,-1,-1,-2,-2,1,-1,1
7590.11,0,1,-2,1,-4,-1,-1,0
7590.11,-1,0,-1,0,1,0,1,0
7591.105,0,-1,-1,-2,0,-1,2,-4
7591.105,1,-1,2,0,-2,0,-2,1
7612.04,0,0,0,-3,-1,1,-2,1
7612.04,0,0,-4,-1,-1,-1,0,0
7614.241,0,-2,5,0,0,0,2,-1
7614.241,1,0,-3,-3,-1,-2,-1,-1
7625.66,-1,-2,0,-2,-1,0,-1,-2
7625.66,0,1,1,1,-3,0,-2,-1
7634.674,0,2,-4,-3,-1,0,0,1
7634.674,0,-1,0,1,1,-2,-2,0
7650.169,-1,1,1,0,0,0,-1,0
7650.169,-1,0,-2,-2,-2,0,0,0
7651.176,-2,-2,1,1,0,-1,0,0
7651.176,0,-1,1,0,0,-1,0,-1
7672.162,1,-2,-1,0,0,-1,1,-1
7672.162,0,1,1,-1,0,0,-1,-2
7674.163,-2,-1,-1,-1,0,1,-1,1
7674.163,-1,1,1,-1,-2,-1,0,0
7685.877,1,-1,2,-1,-1,0,-1,1
7685.877,1,-1,-3,-2,1,-1,-1,1
7695.039,-2,0,-6,-1,0,0,-1,-2
7695.039,1,0,3,2,0,0,-1,1
7710.018,-1,-1,0,2,1,-1,1,0
7710.018,-1,-3,0,-1,0,-1,0,-2
7711.623,0,1,-3,-2,-1,-1,-1,-1
7711.623,0,1,-1,-1,0,-1,-2,-1
7732.363,1,-1,-2,-1,-2,0,0,-1
7732.363,-1,-1,2,1,-2,-2,1,1
7734.355,-2,-2,0,2,0,-1,0,1
7734.355,-1,0,-1,0,-1,1,1,-1
7745.984,0,-1,-2,-1,1,2,1,0
7745.984,1,0,-2,-1,0,-2,0,1
7771.001,0,1,-2,0,-1,-1,-1,0
7771.001,-1,-6,5,3,0,1,-1,-1
7772.488,-2,4,-4,1,0,0,0,-1
7772.488,-1,-1,-4,-1,0,1,-1,0
7775.68,2,-1,-2,-1,-1,0,2,0
7775.68,1,-1,-2,0,-2,0,0,0
7791.954,-1,-1,2,-1,-1,-1,0,0
7791.954,-1,-1,2,1,2,-1,-1,-2
7794.326,-1,-2,2,1,0,-1,0,1
7794.326,0,4,-3,-2,-1,0,0,-2
7806.333,2,1,1,0,-4,-1,0,1
7806.333,-1,0,-1,0,-2,0,-2,0
7814.826,-2,0,-1,0,-1,-1,-1,-2
7814.826,-2,0,-1,-1,-1,-1,0,2
7829.427,-1,-2,-1,1,2,-1,-1,-2
7829.427,1,5,-4,-2,-2,0,0,-1
7843.748,0,2,6,0,2,2,-3,-1
7843.748,0,2,2,0,0,1,1,0
7852.764,-2,-2,2,0,-1,-2,0,0
7852.764,-2,-1,-2,0,-1,-2,0,0
7853.999,0,-5,2,1,1,0,1,0
7853.999,-1,0,-4,1,0,0,-3,-1
7866.159,1,1,-3,-3,-2,0,-1,0
7866.159,-1,-3,0,0,-3,2,-1,1
7874.419,0,1,-3,-1,-1,-2,0,-2
7874.419,-1,-1,-2,-1,0,-3,-1,0
7890.104,-1,-3,-3,-1,2,0,0,-1
7890.104,0,-1,-1,-3,-2,1,2,1
7891.114,1,0,1,-1,-1,0,1,0
7891.114,-1,-1,0,-2,-2,-1,-1,-2
7919.984,1,0,1,-1,-1,-1,-2,0
7919.984,0,-1,1,-1,-1,-1,-1,1
7921.004,-2,2,-5,-2,-1,-1,0,0
7921.004,-1,-1,2,1,0,0,0,2
7925.839,-3,-1,-2,0,0,-1,-3,0
7925.839,-2,-2,-1,2,1,-1,1,1
7934.297,-2,-1,-3,-1,0,-2,-1,0
7934.297,1,-1,3,-3,-1,-2,-3,-1
7950.38,-2,-2,0,1,0,0,2,-2
7950.38,0,2,0,-3,1,-1,1,0
7951.596,-1,1,0,0,0,-2,1,-1
7951.596,0,0,-1,-1,1,1,1,0
7971.879,0,0,0,0,0,1,-3,1
7971.879,-2,0,0,-1,0,-1,1,0
7973.906,-1,1,-1,-1,0,0,-1,0
7973.906,1,-2,0,0,-1,-1,-1,0
7986.605,0,-2,-1,0,-2,-1,1,-1
7986.605,0,0,-7,-2,0,-2,-1,1
7995.076,0,-6,4,3,0,0,3,1
7995.076,1,0,-1,0,0,-1,1,0
8009.258,0,3,1,0,0,-1,0,1
8009.258,-2,-1,-2,1,0,0,1,-1
8011.063,-1,1,-1,-2,-2,-1,-3,0
8011.063,0,-1,0,0,2,0,1,-1
8031.658,0,-2,-1,0,2,1,0,0
8031.658,1,-4,-1,-1,0,0,0,0
8046.509,2,-1,-2,1,1,2,1,-1
8046.509,-1,0,1,0,-1,0,1,-1
8055.205,-3,-1,-1,-1,0,-2,-1,-2
8055.205,-2,0,1,-1,0,-2,-1,0
8056.216,0,1,-2,-4,0,-1,0,-1
8056.216,0,-1,-1,1,0,0,-1,1
8069.775,1,-1,-1,-1,0,2,-1,1
8069.775,-2,-2,0,2,-3,-1,-2,-1
8075.752,-1,1,1,-2,-1,-2,-1,0
8075.752,1,1,0,0,-1,-1,-1,-2
8092.696,-1,3,-1,-2,-1,-1,-1,0
8092.696,2,-1,-1,-1,0,2,0,0
8093.692,-2,-4,-3,-1,0,2,-3,1
8093.692,-2,1,-1,0,0,0,1,0
8123.213,0,-2,0,0,0,-2,-1,0
8123.213,0,2,0,-3,-3,-2,-1,-2
8124.317,0,0,-2,-2,-1,1,0,-1
8124.317,1,1,0,0,-1,-1,-3,0
8130.017,1,-2,3,0,-2,0,-1,3
8130.017,-2,2,-1,1,2,-2,2,1
8131.655,0,-1,-1,-2,0,-2,-2,2
8131.655,-1,-7,6,3,2,0,-3,-2
8152.229,-1,2,-3,0,-3,-1,-2,-1
8152.229,-1,-2,-1,0,-1,-3,-1,0
8154.321,0,1,1,-1,0,2,2,-1
8154.321,-1,0,-2,-1,-2,-1,0,0
8174.888,0,-2,-1,0,2,1,-2,-1
8174.888,-1,-2,-2,-1,1,0,-1,0
8176.044,-5,0,-1,1,0,-1,-1,-1
8176.044,0,1,0,-1,0,1,-1,0
8190.26,-2,-2,3,0,0,-2,2,-2
8190.26,0,-2,-1,0,1,3,1,0
8191.732,0,2,0,-2,0,-2,-1,1
8191.732,2,4,-5,-1,-1,-2,-3,-1
8212.682,-6,1,-1,2,0,-1,0,1
8212.682,1,1,0,0,0,0,-1,1
8214.193,-2,0,-1,0,-1,0,-1,-2
8214.193,0,-2,2,0,0,1,-2,-2
8235.045,2,-1,-4,-1,2,1,-1,-1
8235.045,2,-2,-1,-1,-1,-1,-1,-2
8236.159,1,-1,0,-1,1,0,0,0
8236.159,0,-2,2,-2,-1,0,0,1
8249.197,-3,1,2,0,-1,-1,0,-1
8249.197,-2,1,3,1,1,0,1,0
8256.051,0,3,-11,-6,-3,-3,-1,-2
8256.051,-1,0,1,1,1,1,-1,0
8272.047,1,-1,-6,-1,-1,1,0,1
8272.047,1,-4,5,2,-1,1,0,-1
8274.369,-3,-1,-1,0,-2,-1,-1,-2
8274.369,-1,1,1,1,-1,-1,0,0
8294.362,-1,0,-1,1,0,0,0,1
8294.362,-2,1,-4,-1,-1,0,-1,-1
8296.319,2,-1,0,0,-1,1,0,-1
8296.319,0,0,1,0,-3,0,0,0
8309.225,1,3,2,-1,0,0,0,0
8309.225,0,0,-4,-1,2,-2,1,2
8315.937,-1,-3,3,0,2,0,1,0
8315.937,0,1,-2,0,-1,1,1,0
8332.756,0,5,-9,-3,-6,-4,-1,-3
8332.756,-2,-1,-1,-3,0,-2,0,-1
8333.753,0,-1,0,2,1,0,-1,1
8333.753,0,-1,-1,0,0,1,2,0
8354.582,1,0,-1,-2,0,1,2,1
8354.582,-2,-1,-1,1,-1,1,0,-1
8356.612,-2,0,3,2,1,0,-2,1
8356.612,1,-3,-1,-1,0,0,-2,-2
8369.561,2,-5,2,2,0,0,0,1
8369.561,0,3,-3,-2,0,0,0,1
8375.547,-2,1,3,1,0,2,-1,1
8375.547,2,0,0,0,1,-3,0,-1
8392.111,-2,-4,3,-2,-1,-1,0,-1
8392.111,-3,4,-4,-3,-1,1,0,-1
8394.241,0,5,-5,-1,0,-2,-1,-2
8394.241,-2,-1,2,-1,-1,0,0,1
8415.057,0,-2,3,1,1,0,-1,-2
8415.057,1,-1,-4,-2,-3,-2,-3,-2
8416.041,1,-1,-2,0,-2,0,-3,0
8416.041,-2,-2,0,-3,1,1,1,0
8429.401,1,0,0,-1,1,-1,1,-1
8429.401,1,1,-2,-3,0,0,-1,0
8436.302,-2,-1,2,0,0,0,1,0
8436.302,0,0,1,0,-1,-2,-1,-1
8452.104,-1,2,-4,-3,-3,1,-2,0
