t_ms,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
14091.111,-1,37,0,10,-7,0,2,-1
14107.356,21,28,12,-13,-28,-1,7,10
14107.356,-12,-18,-23,-2,18,5,5,9
14108.368,-35,-14,46,60,14,-7,-4,10
14108.368,32,-12,-33,55,11,8,-6,-39
14129.899,-3,58,3,-109,-12,-9,4,33
14129.899,-22,5,9,75,-14,-14,12,-6
14130.937,85,67,-55,-9,20,5,-1,41
14130.937,-84,-19,38,64,-15,10,-27,-76
14144.109,9,83,-29,-29,-16,-9,7,23
14144.109,-16,-9,-6,-128,-76,-14,-4,6
14151.968,9,82,66,41,-8,1,7,0
14151.968,16,-6,46,120,53,-3,13,-3
14174.843,39,-16,-31,16,-32,6,-12,-6
14174.843,1,-114,-41,-86,21,8,8,24
14175.888,-37,35,20,-73,-9,-9,-24,-70
14175.888,10,9,-12,-76,-19,-5,20,40
14190.149,2,-58,-1,51,18,-1,-3,-9
14190.149,5,-77,-28,-12,12,-4,-12,10
14191.144,-4,11,-4,-8,-10,10,1,9
14191.144,-6,1,4,-10,-5,-3,-5,-16
14204.449,19,78,3,63,27,-6,22,27
14204.449,-29,-90,-88,-7,21,22,-30,36
14210.428,-43,97,3,36,44,-6,11,-80
14210.428,41,93,0,-41,-54,-16,-7,52
14227.731,6,16,-11,38,87,20,23,25
14227.731,36,59,6,-26,-108,-1,0,19
14228.826,-2,-17,-1,26,-14,-5,-5,-7
14228.826,-89,-77,-1,42,4,-2,-1,37
14257.212,83,102,30,54,-44,-34,-4,-110
14257.212,16,-91,-7,54,32,1,-14,13
14258.268,-7,71,55,-13,28,15,7,17
14258.268,39,119,33,-23,-27,-8,10,13
14263.848,-46,-100,-48,-5,10,-1,-19,42
14263.848,-39,72,37,-51,21,12,7,-80
14279.696,-57,-48,23,-92,-90,-27,-14,-26
14279.696,53,99,36,79,81,13,3,32
14287.393,1,-21,-1,71,27,17,-3,53
14287.393,-54,-22,6,-13,-63,-16,-2,-38
14288.389,13,-58,-61,-37,1,-10,-5,2
14288.389,-40,34,22,66,-87,-24,3,-29
14310.009,51,48,30,-44,82,48,36,82
14310.009,11,-48,-18,107,-103,-25,-47,-46
14311.027,-67,127,-87,-102,-23,-5,2,11
14311.027,10,-6,0,-86,-32,11,6,-27
14332.359,-6,102,-7,125,-34,-33,0,-43
14332.359,34,44,-10,11,41,45,14,41
14333.743,22,-59,-37,30,3,-1,-22,-19
14333.743,-2,-47,-16,-49,14,-7,-6,7
14354.305,-20,-30,-6,-54,-64,-13,7,-26
14354.305,-6,29,7,2,64,1,24,24
14356.479,9,-103,13,87,32,21,0,33
14356.479,11,3,-3,7,8,4,-8,1
14368.608,35,87,18,-33,-24,-1,13,42
14368.608,-58,-89,-4,-116,62,-19,-41,-78
14385.35,-3,89,27,99,-12,4,15,26
14385.35,1,-7,-6,12,-33,-9,0,3
14386.348,-19,-20,-16,87,-3,24,9,46
14386.348,91,127,-7,-13,59,-3,4,17
14392.811,-57,-49,7,-30,-28,-18,-11,-37
14392.811,2,58,-76,-103,1,4,0,65
14407.1,-13,30,9,-92,-37,-11,-26,-119
14407.1,-36,46,48,91,4,3,21,-27
14409.182,67,-15,12,19,-1,3,5,67
14409.182,-3,-69,21,-51,-63,-14,-3,-52
14429.308,10,17,-75,16,102,18,-3,39
14429.308,-57,-76,21,-103,-109,-8,-12,-6
14431.508,27,46,45,80,72,-11,24,-31
14431.508,-24,-58,-42,85,16,21,-20,-17
14443.247,-5,-77,1,-29,-57,-11,0,29
14443.247,-15,-36,-14,7,29,2,1,16
14459.701,10,53,0,-4,-49,-3,4,-15
14459.701,-1,5,-4,15,53,-8,-2,2
14466.671,1,-40,-22,48,-10,0,-12,15
14466.671,11,20,-28,28,-19,7,13,3
14468.701,-11,-10,-4,-80,-1,-6,-10,-12
14468.701,27,-2,28,59,24,6,-4,-43
14504.896,4,12,17,-84,-24,-5,-1,18
14504.896,-43,12,-66,82,-67,-8,-3,-9
14507.137,40,53,-7,16,99,16,34,19
14507.137,-6,-69,7,-47,-25,-6,-24,-37
14508.164,-28,15,34,98,-20,-6,-5,-10
14508.164,21,-43,38,-97,-21,-1,18,19
14511.924,-19,59,-21,56,-9,2,1,3
14511.924,-23,20,-3,-78,-11,-3,8,11
14527.367,60,4,5,24,4,-25,-43,5
14527.367,-63,-62,9,4,5,24,24,-44
14528.468,-4,8,-20,-29,15,1,47,-8
14528.468,8,-64,-5,22,-1,2,-13,31
14550.755,-5,84,46,-86,-20,-1,55,9
14550.755,31,-56,6,106,2,-10,-40,-20
14551.75,6,-7,45,23,7,-2,-8,37
14551.75,8,78,-33,2,-9,6,8,-19
14563.884,-23,33,-20,-23,38,5,-29,22
14563.884,17,82,68,-84,8,7,10,-48
14572.675,28,-82,-19,69,-64,-31,24,56
14572.675,14,-14,-2,-79,47,36,-24,-18
14586.757,-53,-84,18,50,-60,-12,-21,-54
14586.757,9,127,-18,38,15,5,23,59
14588.869,28,-109,59,-3,-18,0,-4,15
14588.869,-57,55,-27,-5,-54,-25,-41,-56
14617.666,10,87,-36,-95,10,10,53,12
14617.666,32,-105,53,38,3,2,-38,12
14619.17,-11,78,15,88,18,10,1,-32
14619.17,31,-4,22,23,36,5,26,56
14623.253,-13,-13,-42,-79,-49,-6,4,1
14623.253,-10,7,24,27,6,-15,0,-36
14631.836,22,-14,-51,-42,50,30,-16,26
14631.836,-16,-49,-38,-60,-25,-9,-17,-3
14647.722,-47,33,76,91,-50,-15,19,-23
14647.722,126,-9,-46,26,80,21,6,65
14648.744,-85,20,-48,-128,-84,-15,-44,-67
14648.744,-24,105,10,-5,22,1,12,-18
14669.293,0,-8,23,44,-31,-6,-3,7
14669.293,47,127,31,35,11,-4,20,69
14671.411,34,-22,-12,-35,11,2,-23,-42
14671.411,-55,-72,-62,-43,-25,-6,0,-7
14700.121,20,2,16,-43,22,6,-17,-29
14700.121,-44,26,9,65,-10,-5,40,7
14701.146,-1,-52,-26,-34,14,-5,-37,-13
14701.146,36,42,72,-14,-25,2,21,41
14707.241,-39,38,16,80,55,3,-9,-41
14707.241,50,-36,-63,-105,7,16,3,69
14708.64,-98,-28,9,-58,-56,-10,-16,-71
14708.64,48,51,10,98,52,8,11,47
14730.108,-11,31,16,75,-3,-4,8,-22
14730.108,25,35,-9,53,9,-17,-16,-5
14731.105,-9,-12,53,89,-42,9,20,-21
14731.105,-2,-59,25,-75,33,17,-2,43
14752.366,-23,7,25,-54,38,26,17,-21
14752.366,57,20,-36,95,21,-19,6,51
14753.389,-26,-64,-56,29,-53,-2,-17,37
14753.389,-42,97,-12,-5,-12,-2,20,-28
14774.731,31,4,-92,-41,-8,-11,-23,-26
14774.731,-59,34,1,-33,-17,1,16,-4
14776.829,60,23,56,72,19,0,0,47
14776.829,-10,-107,-15,52,-2,5,-22,-24
14789.776,8,18,-30,-100,-34,-6,14,-15
14789.776,-52,-72,17,-20,14,2,-19,7
14791.167,23,23,48,46,40,7,28,9
14791.167,82,100,-13,1,0,-26,7,28
14812.327,-49,-120,3,-75,-54,5,-70,-33
14812.327,-70,-5,19,24,-38,1,10,-70
14813.583,22,78,26,43,19,-2,7,68
14813.583,-11,-84,56,83,-21,-15,12,-8
14827.252,19,16,-46,127,-2,-3,9,27
14827.252,-36,21,32,-128,-26,8,-7,8
14833.778,28,25,-22,-115,-25,2,-6,-1
14833.778,0,-3,10,116,10,4,-7,-32
14850.234,5,-41,21,107,34,9,12,41
14850.234,5,44,-27,-65,-50,-14,18,-35
14851.346,8,-16,-17,-17,38,-2,4,-8
14851.346,12,56,31,-12,-19,12,-29,65
14871.826,-21,-115,-13,-10,10,-3,10,-84
14871.826,-2,63,30,40,-8,-13,7,0
14874.209,-29,25,-19,-55,6,9,-25,88
14874.209,71,94,2,1,46,-4,26,-74
14886.273,-41,-88,25,-48,2,-3,-44,17
14886.273,-29,16,23,36,-13,5,8,-22
14893.384,44,77,-9,53,61,18,11,27
14893.384,-31,-20,39,115,-12,-6,14,19
14909.865,42,11,-40,-77,30,11,-1,36
14909.865,-59,-70,7,-38,-17,-5,-6,-72
14910.87,13,3,40,63,-25,-13,-3,10
14910.87,-13,-37,10,50,-16,7,-6,-6
14932.056,24,37,4,74,-32,-4,18,-4
14932.056,-22,-35,-18,-31,67,7,-45,14
14933.09,2,-10,-3,-16,1,-2,34,-1
14933.09,40,10,-29,-28,-22,-15,10,-16
14947.082,-27,-59,11,-45,-7,5,-38,-20
14947.082,-8,16,1,-50,-16,-1,20,11
14953.084,-16,-9,-18,-88,-15,-3,-23,-28
14953.084,-24,20,3,21,4,0,21,-56
14984.875,38,48,-15,34,52,5,22,73
14984.875,39,-14,24,71,-74,-19,-26,1
14986.708,15,118,65,95,94,46,42,15
14986.708,4,-128,-9,-62,-80,-1,-36,14
14990.951,-46,122,-33,-11,-9,-11,-13,-63
14990.951,15,36,-19,-52,-33,-4,19,16
15000.074,11,35,47,39,-29,-17,-10,-4
15000.074,12,46,-37,95,47,9,10,30
15006.859,25,-39,16,112,18,6,-9,15
15006.859,-8,-27,-14,-86,-7,-7,24,11
15013.262,-6,-3,-88,7,-17,-9,-22,30
15013.262,-4,-8,7,-55,17,1,15,-74
15029.055,-11,-30,-6,16,-56,0,-3,45
15029.055,53,106,17,127,116,-3,-13,24
15030.808,-38,-118,-3,-102,-64,3,-18,-84
15030.808,-28,5,-17,-82,-43,-15,-22,36
15052.185,9,17,-8,3,-3,-5,-69,32
15052.185,0,4,21,103,1,13,106,-45
15054.181,37,46,22,63,14,-3,-19,19
15054.181,-7,36,-38,10,29,-4,-9,-2
15066.134,25,-35,-36,-109,-30,2,2,-2
15066.134,-20,-34,-14,14,16,7,-46,12
15073.27,0,6,-3,47,3,-10,6,-8
15073.27,-8,-3,-10,-89,-75,-9,14,14
15089.574,19,36,4,-40,119,9,20,6
15089.574,8,-9,-13,-78,-86,-1,-29,55
15091.805,-14,-27,-38,2,-46,-8,19,-87
15091.805,3,21,34,66,17,8,2,48
15111.996,4,5,-1,34,-33,-14,21,-28
15111.996,-4,-19,-17,3,10,5,-12,-6
15114.016,-10,-10,53,-25,18,5,3,15
15114.016,-7,-4,-34,0,7,-4,-22,-2
15126.018,15,18,29,-2,3,1,16,-13
15126.018,-14,-27,4,10,9,6,31,-27
15133.256,4,11,-44,-17,-17,-8,-9,17
15133.256,2,-1,2,27,29,4,-28,-9
15149.729,-17,-18,7,-33,-18,-1,31,26
15149.729,6,2,2,18,-3,3,-33,-31
15151.783,4,-3,-3,-11,-6,-8,-6,-3
15151.783,-7,-17,-26,-4,10,2,24,42
15172.092,-14,15,39,10,4,6,4,-40
15172.092,24,0,-3,14,-1,-2,-7,2
15173.12,-5,-11,13,-14,1,-1,20,21
15173.12,-5,-1,7,4,8,5,-16,-25
15185.59,15,13,25,10,-11,-5,0,21
15185.59,-13,-14,-22,10,7,0,-22,4
15195.143,7,-3,15,-2,2,0,39,-5
15195.143,-3,-13,-63,-11,-20,-1,10,5
15210.18,2,8,39,-4,10,1,5,-7
15210.18,7,-14,16,-17,0,-1,-21,13
15211.187,-15,-2,10,-2,-2,-2,-34,-19
15211.187,-2,-8,-24,8,9,2,15,-13
15232.01,9,7,0,26,-10,3,26,20
15232.01,-3,-1,-3,30,5,-3,-4,19
15233.016,-31,4,7,-8,-3,-7,-11,-45
15233.016,1,0,39,-12,-6,1,-35,12
15245.655,3,-1,-25,14,0,5,42,3
15245.655,-36,-4,-53,61,10,3,-14,22
15254.856,12,-7,30,-2,4,2,11,1
15254.856,-7,1,26,-26,6,-2,-8,-9
15276.992,19,3,15,-12,-1,-5,-22,20
15276.992,6,2,17,10,2,2,-7,-31
15278.004,-22,0,-22,8,-2,-1,20,36
15278.004,15,0,19,6,9,3,46,30
15292.809,-6,4,0,-3,-4,0,-33,-86
15292.809,43,4,-9,-28,-3,-5,-17,57
15293.891,-23,-4,-7,-1,0,-1,4,-78
15293.891,-5,2,18,-42,3,-1,-31,9
15305.456,-14,-3,-8,78,3,1,70,6
15305.456,3,0,1,-81,4,3,-29,16
15315.413,34,1,-16,74,1,2,-13,9
15315.413,-17,-1,20,123,4,0,-10,-21
15336.889,-17,3,-18,-39,-14,-9,0,-1
15336.889,-9,-4,1,31,-13,-4,-9,-37
15338.065,30,6,1,-49,10,3,-22,46
15338.065,12,0,2,34,5,4,100,19
15352.883,-40,7,-3,27,10,1,-73,-42
15352.883,2,1,2,-42,-7,-4,27,10
15353.921,-12,-3,-6,5,-8,1,-9,23
15353.921,10,3,4,4,12,2,-18,-21
15366.314,-4,-3,-14,-58,-10,-4,-11,20
15366.314,3,1,7,13,2,0,32,9
15374.858,-24,-3,-2,9,-4,-2,-17,-32
15374.858,1,1,7,-15,6,1,-42,12
15388.985,28,-7,-8,0,0,1,91,18
15388.985,-27,-4,1,-24,6,2,-38,-32
15391.47,-1,-2,-3,75,-5,-5,10,31
15391.47,-2,-4,-7,-96,-13,-1,-18,-19
15412.344,2,0,2,9,3,0,-8,-11
15412.344,-1,1,9,36,4,3,-27,16
15413.357,-1,4,6,39,13,2,61,3
15413.357,-18,0,-5,-61,-6,0,-9,-15
15425.925,-2,-5,-4,-24,-7,-4,-39,-8
15425.925,-10,-4,-4,-42,-8,-4,28,-8
15435.12,32,2,-1,-12,0,1,-11,7
15435.12,0,2,1,35,-5,0,4,-2
15449.582,7,2,7,8,5,3,-15,20
15449.582,-7,-10,15,50,12,4,22,-16
15451.009,-7,-4,-7,-2,-4,0,-6,-3
15451.009,6,-5,11,-37,-2,0,-1,5
15471.511,11,-10,10,27,4,-1,-3,14
15471.511,2,0,-2,13,-4,-1,26,-13
15479.981,-1,2,-4,-35,-3,2,-11,-2
15479.981,-3,-1,3,19,2,1,3,-1
15485.479,3,0,-3,4,-1,-1,-10,3
15485.479,-7,1,0,9,-1,-1,8,-4
15495.164,13,3,-5,-26,1,-2,-3,10
15495.164,-11,-2,-8,-14,-12,-5,0,-11
15509.696,1,0,-4,-40,-2,-1,-14,7
15509.696,1,0,10,32,4,0,15,-4
15510.711,8,0,-3,8,3,0,4,4
15510.711,1,-1,2,39,-2,-3,-3,2
15539.952,-2,0,-5,13,-3,0,-1,3
15539.952,1,1,-4,-21,1,1,-7,-2
15541.272,0,-4,8,-3,4,1,0,-4
15541.272,6,-1,-4,-5,3,2,10,0
15546.263,1,-1,-2,-10,0,0,-7,0
15546.263,-3,3,-3,10,-4,-3,1,-5
15554.598,0,-1,-6,-30,-4,-1,-3,-2
15554.598,-3,0,2,4,0,1,2,1
15568.879,-4,0,0,9,2,0,-5,1
15568.879,5,0,-3,6,-1,0,0,1
15571.531,-1,0,1,10,-2,1,1,2
15571.531,0,0,-5,-24,-2,0,-3,-6
15592.059,3,4,3,17,-3,-1,4,0
15592.059,-1,1,-2,2,-2,0,2,-4
15594.237,-2,0,0,-12,-2,-3,-9,-1
15594.237,7,1,6,50,7,3,4,4
15615.486,-6,-3,-8,-20,-2,1,13,-7
15615.486,0,3,-4,-6,-2,1,-8,-3
15617.03,-7,0,6,13,-1,-1,-3,-2
15617.03,2,2,1,-3,5,0,-1,3
15629.85,6,-2,-3,13,3,-1,-3,-10
15629.85,0,2,-3,-3,-4,-2,7,9
15630.861,0,1,-2,-45,-3,-2,-5,-5
15630.861,2,1,6,85,6,1,3,2
15652.005,-1,-2,-7,-34,-4,0,-3,3
15652.005,-3,-3,-5,-40,-7,-3,-18,-3
15653.412,0,-2,-1,-29,4,1,37,-3
15653.412,1,-3,-1,5,0,3,-17,3
15674.335,-1,2,4,-17,-1,-2,3,5
15674.335,13,-3,-4,18,5,0,-3,-13
15680.573,-5,1,-7,2,-6,-4,-13,-4
15680.573,-1,1,1,-23,2,1,17,2
15689.558,1,-1,1,29,6,2,-21,2
15689.558,-4,-3,-4,-23,-5,-2,6,-2
15691.647,2,-2,6,2,1,2,10,5
15691.647,-1,-3,0,13,0,-1,-3,2
15712.386,0,-1,-1,-10,-2,-1,-5,2
15712.386,-2,5,8,31,8,2,-93,-5
15713.805,-1,3,1,38,0,-2,86,-3
15713.805,1,-3,-21,-66,-25,-5,-24,15
15734.044,-2,-2,5,59,-5,-3,-3,-2
15734.044,-4,0,0,37,6,5,6,0
15736.36,-4,-2,2,8,7,1,-40,-3
15736.36,-1,2,5,17,6,1,11,-7
15749.032,0,1,-5,-18,1,-2,10,1
15749.032,-1,1,-3,-17,-3,-3,3,-1
15757.231,2,1,3,1,-2,-1,-7,5
15757.231,-1,-4,1,19,-1,-2,19,-6
15772.321,0,0,1,-37,-1,0,-15,0
15772.321,-3,-2,0,3,-8,-4,29,0
15774.329,0,-3,-4,-15,2,0,-18,3
15774.329,2,1,0,-4,4,0,-15,-3
15795.112,1,2,-2,6,5,2,24,3
15795.112,1,-1,0,-6,0,0,14,0
15796.233,-1,3,-3,-19,-9,-1,-7,1
15796.233,-1,0,2,2,-2,-4,-29,-11
15809.296,-3,1,3,23,4,2,17,-9
15809.296,0,-3,1,-2,0,-1,30,22
15816.16,0,-3,-1,-16,-7,-3,-40,-15
15816.16,-1,-1,1,19,5,3,35,1
15832.538,-1,-1,-9,-34,-3,-1,-15,0
15832.538,0,2,-1,12,1,1,1,-2
15833.532,0,-2,1,8,-3,-3,-7,2
15833.532,-2,1,3,4,1,-2,-10,-1
15853.483,-1,2,2,16,0,1,4,2
15853.483,-1,-1,-1,3,2,0,5,-4
15854.482,2,0,0,-5,1,0,-6,2
15854.482,-1,0,2,-6,-1,0,6,-5
15869.366,0,-1,-3,11,1,-1,-3,2
15869.366,-5,-3,-4,-15,-5,-2,5,-3
15876.469,-1,0,1,3,1,1,-5,1
15876.469,0,3,0,-10,0,0,3,0
15891.643,1,0,-2,-3,-3,1,-2,3
15891.643,0,-3,-1,-4,-1,-1,-4,-1
15892.661,0,-1,1,2,1,-1,5,-1
15892.661,1,1,1,2,-2,-1,1,2
15913.648,0,0,-1,-4,-3,1,-3,2
15913.648,0,3,1,1,4,0,4,-3
15914.724,2,0,1,2,-1,0,-4,-1
15914.724,-1,-1,0,-2,-1,0,0,-1
15927.964,1,0,0,20,1,-1,-3,-2
15927.964,2,-1,-2,-19,-1,-1,2,0
15936.235,1,2,2,-12,-1,1,0,1
15936.235,0,0,-1,-14,-2,-1,-1,0
15951.093,-2,-1,-3,4,2,-1,2,0
15951.093,0,2,3,15,-1,0,-2,-3
15952.229,2,0,-1,7,1,1,-2,0
15952.229,-1,-2,-3,-4,0,0,-1,-1
15974.565,-1,-1,2,1,1,0,0,1
15974.565,1,1,0,4,0,-1,0,0
15974.565,-1,1,0,-21,-4,-2,-3,-2
15974.565,-1,0,3,-6,0,0,-2,-1
15988.684,0,0,-3,40,2,2,-1,1
15988.684,-1,-3,-6,-63,-2,-1,0,-1
15996.112,0,-1,2,14,-1,-1,-1,-2
15996.112,0,-1,-4,5,1,0,-24,3
16011.905,-2,-1,3,5,-1,0,40,-13
16011.905,3,0,5,16,0,0,-19,3
16011.905,-3,-2,-3,4,-1,0,-1,-1
16011.905,-2,-1,-3,-10,-2,0,-7,2
16034.237,-3,-2,-3,-17,-3,-3,-7,-12
16034.237,-2,-1,1,10,1,1,4,-1
16035.256,4,-1,4,-7,1,1,1,-5
16035.256,-1,2,3,18,0,0,4,7
16048.067,0,-2,-1,-16,-2,0,-8,3
16048.067,-2,0,0,-3,0,0,9,-1
16056.899,-1,1,-2,22,3,0,-6,4
16056.899,-1,-2,-4,-21,-3,0,9,-5
16071.473,-1,1,2,-2,0,-1,-5,3
16071.473,-1,3,-7,6,-1,-1,3,3
16072.732,0,1,-6,4,1,0,-3,1
16072.732,0,-2,-1,4,0,-1,6,-1
16093.595,-1,-4,-1,-16,-1,-1,-4,1
16093.595,0,-2,6,5,-1,-1,-3,-5
16094.649,0,2,4,9,-3,0,4,2
16094.649,-1,0,-1,-11,2,-1,4,-2
16108.865,1,2,3,3,2,-1,-10,3
16108.865,-2,-1,0,12,-4,-2,2,-3
16116.544,-1,-2,2,7,1,1,2,2
16116.544,2,0,1,2,2,-2,2,0
16131.835,-2,0,-11,-16,-7,-3,4,4
16131.835,-1,1,0,0,2,-3,-1,0
16131.835,0,1,2,-2,0,1,2,1
16131.835,-1,-1,-2,4,-2,-1,-3,-3
16154.087,0,1,0,4,8,2,-3,2
16154.087,1,-2,0,4,-5,-1,3,-2
16155.103,-2,-3,-1,-7,-3,0,-4,1
16155.103,-1,0,1,-5,7,2,2,-3
16168.385,-1,1,1,13,-2,-2,-2,1
16168.385,-3,-1,-3,-23,-1,1,1,-2
16176.871,0,0,2,0,-4,-1,-5,-1
16176.871,0,2,-1,8,0,-1,3,-1
16191.442,1,1,2,31,2,2,0,3
16191.442,-1,-2,0,-15,2,2,-3,1
16192.481,-1,1,2,2,-4,-4,-2,-1
16192.481,0,1,3,1,-1,1,4,0
16214.354,0,-2,0,11,4,-3,-6,-2
16214.354,0,0,-2,-11,3,4,2,-1
16214.354,-1,-1,0,-4,-2,-3,0,0
16214.354,0,0,0,8,-1,-2,-1,-1
16228.866,0,-1,4,-6,0,0,-3,-2
16228.866,0,1,-2,12,-5,-2,1,0
16237.03,-1,0,-4,-22,7,2,2,1
16237.03,0,-8,3,0,-3,0,-1,-2
16251.128,1,0,0,-18,1,0,0,5
16251.128,0,0,-1,-6,0,-1,0,1
16252.154,-5,1,1,25,-3,-2,0,-15
16252.154,0,1,-3,2,-3,-1,0,3
16274.026,0,-1,-3,-5,-3,-1,0,1
16274.026,0,-1,1,14,4,-1,-2,4
16274.026,3,0,0,-10,0,1,2,3
16274.026,-1,0,-2,-2,0,-1,-2,-1
16288.483,-2,-1,1,-11,-2,1,0,-2
16288.483,0,1,1,-2,-4,-3,-2,0
16297.078,0,-2,4,10,-1,0,0,2
16297.078,-1,1,-2,10,0,-1,-3,0
16312.042,1,0,-3,-39,-1,0,-1,1
16312.042,-1,-1,-3,42,0,-1,-1,-2
16312.042,0,0,-4,-29,-2,0,-1,5
16312.042,-3,1,2,11,0,0,1,-12
16333.848,-1,1,1,11,4,1,1,1
16333.848,-1,-1,2,10,1,-1,-1,-1
16335.094,4,-2,1,0,-2,0,1,2
16335.094,0,1,-4,-5,-1,-1,-2,6
16348.77,1,3,0,-1,0,1,-7,-5
16348.77,0,0,2,-12,4,0,15,-5
16357.102,-3,-2,0,-7,-3,-1,-9,1
16357.102,0,-2,2,-16,-1,-1,2,3
16371.64,1,0,-2,18,0,0,-2,-2
16371.64,-1,0,0,-4,-3,-2,-5,2
16372.677,2,1,1,13,2,-1,3,-1
16372.677,0,-1,-4,-42,-2,1,2,0
16393.885,0,-1,3,16,-2,-2,-2,-1
16393.885,1,3,0,20,4,1,-2,-1
16394.906,-2,-1,-9,-5,-6,-1,1,-2
16394.906,-2,-1,3,12,-3,-2,-4,-1
16408.479,-1,0,-2,9,-1,0,2,1
16408.479,-2,-2,3,-12,1,-1,-3,-1
16416.165,1,1,5,24,2,1,-2,-1
16416.165,2,-1,-6,-1,2,3,3,-1
16439.895,-1,-1,-3,-16,-2,-1,2,0
16439.895,-1,1,4,18,-1,-1,-2,0
16440.931,-1,1,-1,-16,-1,0,0,-2
16440.931,0,0,0,3,1,-1,1,-1
16453.707,-1,0,0,-4,-2,-4,1,-3
16453.707,-1,3,0,-4,7,4,-1,-1
16454.793,-1,1,0,31,1,1,-3,0
16454.793,-2,-3,-15,-80,-13,-3,-1,-2
16467.939,0,0,0,44,-1,-2,1,0
16467.939,-1,-5,-6,-72,-16,-5,-4,-5
16476.973,1,2,7,13,7,2,1,0
16476.973,1,1,6,51,6,1,3,0
16491.127,-1,-3,-3,12,4,2,0,0
16491.127,-2,0,-4,2,-2,-1,0,2
16492.208,1,-2,0,-4,1,0,1,0
16492.208,-1,-1,0,7,-1,-2,-1,0
16522.567,-1,-1,-5,-31,-3,-1,1,-1
16522.567,1,2,4,11,2,0,-1,-1
16522.567,1,0,-1,-16,-3,-2,-1,-2
16522.567,0,1,1,16,5,1,-2,2
16527.878,-1,-1,-1,-15,-2,-2,-9,0
16527.878,0,-2,-1,9,-1,0,9,0
16536.632,-1,0,2,0,-1,1,-1,1
16536.632,-1,1,-1,-4,-2,-1,0,0
16551.493,-1,1,1,2,-4,-1,2,0
16551.493,1,-4,-2,2,1,-3,-8,0
16552.519,0,-2,-1,-9,-1,-1,1,3
16552.519,-2,2,2,13,0,2,5,-1
16574.404,1,0,1,-11,-1,2,-2,0
16574.404,2,2,0,5,-1,1,1,0
16574.404,0,-4,-3,-6,0,-1,1,-2
16574.404,1,-2,2,2,0,-1,-4,0
16597.715,0,1,0,-2,-1,-1,2,0
16597.715,-1,-1,-1,-2,-2,-2,-1,-1
16597.715,0,0,0,-2,-1,-2,0,-1
16597.715,0,-1,0,3,-2,-1,-1,0
16611.364,-2,-2,-2,0,-1,1,-1,0
16611.364,-2,-2,1,-5,-1,0,0,0
16612.376,-2,1,1,-5,-2,-1,-2,-1
16612.376,0,2,0,6,1,0,3,-1
16633.749,-1,-4,-1,-12,-2,-1,2,-1
16633.749,0,1,1,7,-2,1,-2,2
16633.749,1,1,2,0,1,2,0,-2
16633.749,-2,-1,-1,1,0,-3,0,-1
16657.652,0,2,1,5,1,-1,-1,0
16657.652,-2,-1,-1,-8,-2,-1,-2,0
16657.652,1,-1,-1,-1,-1,-1,1,-2
16657.652,0,-1,3,1,1,1,-2,1
16671.747,1,1,0,-1,-2,2,1,-3
16671.747,1,-7,5,5,2,-1,0,-1
16672.78,-2,-1,-1,10,-1,0,-1,0
16672.78,-1,1,1,-1,-3,-2,-4,-1
16694.115,-3,-3,-6,-15,0,-3,0,0
16694.115,1,2,-2,-9,-2,0,0,-1
16695.288,2,-1,-1,2,-1,0,0,1
16695.288,0,-3,-1,13,1,0,-1,-2
16733.959,1,2,2,7,1,0,-3,0
16733.959,0,3,-1,1,1,1,-1,0
16733.959,-2,-1,0,-4,-1,-1,0,0
16733.959,1,0,-2,-7,-4,1,-1,0
16736.296,1,0,-1,-3,0,1,0,-3
16736.296,-2,0,1,17,0,-2,2,0
16739.309,0,-1,-3,-28,-3,0,-2,0
16739.309,-2,-1,-3,-7,-3,-2,1,-1
16753.634,-2,-1,1,3,5,1,1,0
16753.634,1,-1,5,7,-4,-2,-2,0
16755.093,-1,0,-5,7,2,-3,-1,-1
16755.093,1,1,-1,-1,-2,-1,1,1
16785.071,1,0,-2,-4,-1,-2,2,-2
16785.071,-1,1,-3,1,-2,1,-2,-3
16785.071,0,2,0,0,0,0,-1,0
16785.071,-2,0,1,-2,3,1,1,0
16791.633,-3,0,-2,7,-1,-1,-1,1
16791.633,2,-1,2,0,1,1,1,0
16792.629,-1,0,-1,6,-4,0,1,-1
16792.629,-1,-2,-3,-25,-2,0,-2,0
16814.506,-1,-1,-3,-1,2,1,-1,-2
16814.506,-2,0,-4,8,-3,-4,-3,-1
16814.506,1,0,4,4,3,-1,-2,-2
16814.506,-1,-1,-1,12,-2,0,-1,-1
16837.432,-1,0,2,-3,-3,-3,0,3
16837.432,0,0,-1,1,9,0,1,-1
16838.446,0,-2,-2,-4,0,1,1,0
16838.446,0,-3,5,3,0,0,0,0
16851.592,1,2,0,-7,-4,1,-1,-1
16851.592,0,1,1,18,-1,1,-1,0
16852.603,-3,-3,-4,-24,-3,-3,0,0
16852.603,-2,-1,-1,9,-3,-3,1,-2
16873.768,0,0,-1,-6,1,0,1,0
16873.768,2,0,3,-2,-1,1,1,0
16874.809,0,0,-1,12,2,4,1,0
16874.809,1,-1,-1,-3,-2,0,-2,0
16897.197,-1,0,-2,0,1,0,0,0
16897.197,0,0,-1,-5,-1,-2,-2,-1
16898.224,1,0,0,-3,-1,0,1,0
16898.224,0,2,-4,3,0,1,0,0
16911.593,-2,-2,-2,3,-3,-1,-1,0
